reconciliation_run_id,account_id,customer_id,bank_name,account_number,statement_timeframe_months,period_start,period_end,opening_balance,closing_balance,statement_transaction_count,ledger_transaction_count,statement_pdf_path,statement_source_format,statement_source_file_path
RECON-202312-ACC0078329-6M,ACC0078329,IND23002503,Keystone Retail Bank,050310270783290,6,2023-12-01,2024-05-31 23:59:59,3225.93,-13034.89,75,66,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078329_202312_202405_6M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078329_202312_202405_6M_statement.csv
RECON-202312-ACC0078330-6M,ACC0078330,IND23003134,Keystone Retail Bank,280605280783303,6,2023-12-01,2024-05-31 23:59:59,15964.47,15297.77,12,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078330_202312_202405_6M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078330_202312_202405_6M_statement.csv
RECON-202312-ACC0078331-3M,ACC0078331,IND23011864,Keystone Retail Bank,140505280783319,3,2023-12-01,2024-02-29 23:59:59,987.61,-27280.91,76,72,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078331_202312_202402_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078331_202312_202402_3M_statement.xml
RECON-202312-ACC0078332-6M,ACC0078332,IND23007170,Keystone Retail Bank,632005030783329,6,2023-12-01,2024-05-31 23:59:59,4824.15,4374.52,14,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078332_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078332_202312_202405_6M_statement.xml
RECON-202312-ACC0078333-6M,ACC0078333,IND23011051,Keystone Retail Bank,134605020783339,6,2023-12-01,2024-05-31 23:59:59,16115.2,15624.24,12,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078333_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078333_202312_202405_6M_statement.xml
RECON-202312-ACC0078334-3M,ACC0078334,IND23000859,Keystone Retail Bank,510255030783343,3,2023-12-01,2024-02-29 23:59:59,12512.88,13316.92,7,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078334_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078334_202312_202402_3M_statement.csv
RECON-202312-ACC0078335-6M,ACC0078335,IND23014253,Keystone Retail Bank,470010270783355,6,2023-12-01,2024-05-31 23:59:59,7187.62,9300.98,15,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078335_202312_202405_6M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078335_202312_202405_6M_statement.txt
RECON-202312-ACC0078336-6M,ACC0078336,IND23013633,Keystone Retail Bank,632005030783365,6,2023-12-01,2024-05-31 23:59:59,12822.0,15077.77,13,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078336_202312_202405_6M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078336_202312_202405_6M_statement.txt
RECON-202312-ACC0078337-3M,ACC0078337,IND23001044,Keystone Retail Bank,204109010783378,3,2023-12-01,2024-02-29 23:59:59,8563.62,-17634.0,66,60,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078337_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078337_202312_202402_3M_statement.csv
RECON-202312-ACC0078338-6M,ACC0078338,IND23011717,Keystone Retail Bank,221426280783386,6,2023-12-01,2024-05-31 23:59:59,11539.63,10842.69,11,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078338_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078338_202312_202405_6M_statement.xml
RECON-202312-ACC0078339-3M,ACC0078339,IND23002200,Keystone Retail Bank,051001030783398,3,2023-12-01,2024-02-29 23:59:59,17097.83,16772.79,5,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078339_202312_202402_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078339_202312_202402_3M_statement.xml
RECON-202312-ACC0078341-3M,ACC0078341,IND23001617,Keystone Retail Bank,632005020783419,3,2023-12-01,2024-02-29 23:59:59,14360.56,14049.84,7,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078341_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078341_202312_202402_3M_statement.csv
RECON-202312-ACC0078342-3M,ACC0078342,IND23011079,Keystone Retail Bank,164605270783426,3,2023-12-01,2024-02-29 23:59:59,13924.12,-76060.78,88,80,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078342_202312_202402_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078342_202312_202402_3M_statement.xml
RECON-202312-ACC0078343-6M,ACC0078343,IND23007396,Keystone Retail Bank,430110020783437,6,2023-12-01,2024-05-31 23:59:59,7865.9,-3190.18,76,64,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078343_202312_202405_6M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078343_202312_202405_6M_statement.csv
RECON-202312-ACC0078344-6M,ACC0078344,IND23011267,Keystone Retail Bank,140605280783443,6,2023-12-01,2024-05-31 23:59:59,6787.99,-4601.16,64,52,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078344_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078344_202312_202405_6M_statement.xml
RECON-202312-ACC0078345-3M,ACC0078345,IND23011148,Keystone Retail Bank,168305270783458,3,2023-12-01,2024-02-29 23:59:59,2925.82,-28199.83,78,71,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078345_202312_202402_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078345_202312_202402_3M_statement.xml
RECON-202312-ACC0078346-3M,ACC0078346,IND23011148,Keystone Retail Bank,168205270783468,3,2023-12-01,2024-02-29 23:59:59,2135.99,1950.36,8,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078346_202312_202402_3M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078346_202312_202402_3M_statement.txt
RECON-202312-ACC0078347-6M,ACC0078347,IND23000378,Keystone Retail Bank,255355020783470,6,2023-12-01,2024-05-31 23:59:59,934.8,176.39,13,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078347_202312_202405_6M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078347_202312_202405_6M_statement.csv
RECON-202312-ACC0078348-6M,ACC0078348,IND23013999,Keystone Retail Bank,050310010783487,6,2023-12-01,2024-05-31 23:59:59,8486.92,-33534.78,86,75,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078348_202312_202405_6M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078348_202312_202405_6M_statement.txt
RECON-202312-ACC0078349-3M,ACC0078349,IND23007230,Keystone Retail Bank,018505030783497,3,2023-12-01,2024-02-29 23:59:59,15558.26,15337.62,4,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078349_202312_202402_3M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078349_202312_202402_3M_statement.txt
RECON-202312-ACC0078350-3M,ACC0078350,IND23012217,Keystone Retail Bank,510255010783505,3,2023-12-01,2024-02-29 23:59:59,9203.93,-16106.47,82,75,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078350_202312_202402_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078350_202312_202402_3M_statement.xml
RECON-202312-ACC0078351-6M,ACC0078351,IND23012217,Keystone Retail Bank,270555270783511,6,2023-12-01,2024-05-31 23:59:59,847.11,291.2,11,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078351_202312_202405_6M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078351_202312_202405_6M_statement.txt
RECON-202312-ACC0078352-6M,ACC0078352,IND23004762,Keystone Retail Bank,430110030783525,6,2023-12-01,2024-05-31 23:59:59,4203.66,3481.44,9,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078352_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078352_202312_202405_6M_statement.xml
RECON-202312-ACC0078354-3M,ACC0078354,IND23001034,Keystone Retail Bank,221426010783547,3,2023-12-01,2024-02-29 23:59:59,11314.91,11110.07,7,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078354_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078354_202312_202402_3M_statement.csv
RECON-202312-ACC0078355-3M,ACC0078355,IND23001034,Keystone Retail Bank,221526280783554,3,2023-12-01,2024-02-29 23:59:59,14662.69,14581.43,4,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078355_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078355_202312_202402_3M_statement.csv
RECON-202312-ACC0078356-3M,ACC0078356,IND23008720,Keystone Retail Bank,510255270783569,3,2023-12-01,2024-02-29 23:59:59,6643.95,9552.25,7,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078356_202312_202402_3M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078356_202312_202402_3M_statement.txt
RECON-202312-ACC0078357-6M,ACC0078357,IND23006644,Keystone Retail Bank,221426020783573,6,2023-12-01,2024-05-31 23:59:59,7829.54,7457.22,9,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078357_202312_202405_6M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078357_202312_202405_6M_statement.csv
RECON-202312-ACC0078358-3M,ACC0078358,IND23006438,Keystone Retail Bank,255355020783587,3,2023-12-01,2024-02-29 23:59:59,9023.4,8433.61,8,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078358_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078358_202312_202402_3M_statement.csv
RECON-202312-ACC0078359-3M,ACC0078359,IND23001968,Keystone Retail Bank,012345280783592,3,2023-12-01,2024-02-29 23:59:59,1715.29,-28822.83,76,72,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078359_202312_202402_3M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078359_202312_202402_3M_statement.txt
RECON-202312-ACC0078360-3M,ACC0078360,IND23011481,Keystone Retail Bank,221426280783608,3,2023-12-01,2024-02-29 23:59:59,14232.62,5451.88,52,46,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078360_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078360_202312_202402_3M_statement.csv
RECON-202312-ACC0078361-6M,ACC0078361,IND23006804,Keystone Retail Bank,221426010783618,6,2023-12-01,2024-05-31 23:59:59,5061.69,4313.55,12,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078361_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078361_202312_202405_6M_statement.xml
RECON-202312-ACC0078362-3M,ACC0078362,IND23005693,Keystone Retail Bank,121417010783620,3,2023-12-01,2024-02-29 23:59:59,5240.44,-21017.51,79,75,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078362_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078362_202312_202402_3M_statement.csv
RECON-202312-ACC0078363-3M,ACC0078363,IND23000209,Keystone Retail Bank,050910010783632,3,2023-12-01,2024-02-29 23:59:59,2030.44,1593.07,8,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078363_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078363_202312_202402_3M_statement.csv
RECON-202312-ACC0078364-6M,ACC0078364,IND23012148,Keystone Retail Bank,280505280783644,6,2023-12-01,2024-05-31 23:59:59,8818.69,-14590.93,75,67,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078364_202312_202405_6M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078364_202312_202405_6M_statement.txt
RECON-202312-ACC0078365-3M,ACC0078365,IND23010533,Keystone Retail Bank,250955030783651,3,2023-12-01,2024-02-29 23:59:59,1323.84,-10929.34,70,65,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078365_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078365_202312_202402_3M_statement.csv
RECON-202312-ACC0078366-6M,ACC0078366,IND23011938,Keystone Retail Bank,121417030783664,6,2023-12-01,2024-05-31 23:59:59,5687.96,-4997.05,66,54,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078366_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078366_202312_202405_6M_statement.xml
RECON-202312-ACC0078367-3M,ACC0078367,IND23010241,Keystone Retail Bank,470010270783677,3,2023-12-01,2024-02-29 23:59:59,13307.5,12989.46,6,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078367_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078367_202312_202402_3M_statement.csv
RECON-202312-ACC0078368-6M,ACC0078368,IND23012984,Keystone Retail Bank,198765270783682,6,2023-12-01,2024-05-31 23:59:59,8475.64,-32890.26,63,50,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078368_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078368_202312_202405_6M_statement.xml
RECON-202312-ACC0078369-6M,ACC0078369,IND23009700,Keystone Retail Bank,470010030783693,6,2023-12-01,2024-05-31 23:59:59,4562.49,-7451.41,68,56,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078369_202312_202405_6M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078369_202312_202405_6M_statement.csv
RECON-202312-ACC0078370-3M,ACC0078370,IND23002071,Keystone Retail Bank,018305280783703,3,2023-12-01,2024-02-29 23:59:59,724.59,-6829.32,65,61,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078370_202312_202402_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078370_202312_202402_3M_statement.xml
RECON-202312-ACC0078371-3M,ACC0078371,IND23010999,Keystone Retail Bank,255355030783719,3,2023-12-01,2024-02-29 23:59:59,3990.64,-18085.05,69,63,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078371_202312_202402_3M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078371_202312_202402_3M_statement.txt
RECON-202312-ACC0078372-3M,ACC0078372,IND23012414,Keystone Retail Bank,150205010783723,3,2023-12-01,2024-02-29 23:59:59,2245.6,1511.53,9,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078372_202312_202402_3M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078372_202312_202402_3M_statement.txt
RECON-202312-ACC0078373-6M,ACC0078373,IND23011126,Keystone Retail Bank,221526030783731,6,2023-12-01,2024-05-31 23:59:59,17057.67,17501.19,11,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078373_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078373_202312_202405_6M_statement.xml
RECON-202312-ACC0078374-6M,ACC0078374,IND23007960,Keystone Retail Bank,255005270783741,6,2023-12-01,2024-05-31 23:59:59,6708.43,-8715.96,77,63,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078374_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078374_202312_202405_6M_statement.xml
RECON-202312-ACC0078375-3M,ACC0078375,IND23000111,Keystone Retail Bank,261050030783750,3,2023-12-01,2024-02-29 23:59:59,11598.72,-144.63,49,45,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078375_202312_202402_3M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078375_202312_202402_3M_statement.txt
RECON-202312-ACC0078376-6M,ACC0078376,IND23000563,Keystone Retail Bank,245805010783762,6,2023-12-01,2024-05-31 23:59:59,9555.23,-11502.19,85,72,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078376_202312_202405_6M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078376_202312_202405_6M_statement.csv
RECON-202312-ACC0078377-6M,ACC0078377,IND23002426,Keystone Retail Bank,204109020783779,6,2023-12-01,2024-05-31 23:59:59,5217.57,-16030.39,77,66,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078377_202312_202405_6M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078377_202312_202405_6M_statement.txt
RECON-202312-ACC0078378-6M,ACC0078378,IND23001648,Keystone Retail Bank,280605280783787,6,2023-12-01,2024-05-31 23:59:59,6667.0,6047.48,14,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078378_202312_202405_6M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078378_202312_202405_6M_statement.txt
RECON-202312-ACC0078379-6M,ACC0078379,IND23007532,Keystone Retail Bank,221426020783797,6,2023-12-01,2024-05-31 23:59:59,6366.81,5695.48,12,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078379_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078379_202312_202405_6M_statement.xml
RECON-202312-ACC0078380-3M,ACC0078380,IND23002148,Keystone Retail Bank,160205010783802,3,2023-12-01,2024-02-29 23:59:59,8500.8,-1845.27,54,48,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078380_202312_202402_3M_statement.pdf,TXT,reconciliation_analysis\2023\bank_statement_source_files\txt\ACC0078380_202312_202402_3M_statement.txt
RECON-202312-ACC0078381-6M,ACC0078381,IND23009053,Keystone Retail Bank,210705020783818,6,2023-12-01,2024-05-31 23:59:59,4827.14,4441.93,9,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078381_202312_202405_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078381_202312_202405_6M_statement.xml
RECON-202312-ACC0078382-3M,ACC0078382,IND23009053,Keystone Retail Bank,210705030783826,3,2023-12-01,2024-02-29 23:59:59,9735.1,9297.91,6,0,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078382_202312_202402_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2023\bank_statement_source_files\iso20022_camt053_xml\ACC0078382_202312_202402_3M_statement.xml
RECON-202312-ACC0078383-3M,ACC0078383,IND23011900,Keystone Retail Bank,255005010783830,3,2023-12-01,2024-02-29 23:59:59,4160.28,-3755.19,67,60,reconciliation_analysis\2023\bank_statement_pdfs\ACC0078383_202312_202402_3M_statement.pdf,CSV,reconciliation_analysis\2023\bank_statement_source_files\csv\ACC0078383_202312_202402_3M_statement.csv
