reconciliation_run_id,account_id,customer_id,bank_name,account_number,statement_timeframe_months,period_start,period_end,opening_balance,closing_balance,statement_transaction_count,ledger_transaction_count,statement_pdf_path,statement_source_format,statement_source_file_path
RECON-202012-ACC0021160-3M,ACC0021160,IND20001565,Keystone Retail Bank,160205010211607,3,2020-12-01,2021-02-28 23:59:59,8840.23,-26771.75,77,73,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021160_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021160_202012_202102_3M_statement.csv
RECON-202012-ACC0021161-3M,ACC0021161,IND20000876,Keystone Retail Bank,261550270211614,3,2020-12-01,2021-02-28 23:59:59,9041.93,-9997.18,81,72,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021161_202012_202102_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021161_202012_202102_3M_statement.xml
RECON-202012-ACC0021162-6M,ACC0021162,IND20002622,Keystone Retail Bank,221426270211628,6,2020-12-01,2021-05-31 23:59:59,9715.78,-3138.52,88,77,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021162_202012_202105_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021162_202012_202105_6M_statement.xml
RECON-202012-ACC0021163-6M,ACC0021163,IND20002169,Keystone Retail Bank,203705010211637,6,2020-12-01,2021-05-31 23:59:59,1839.49,-27402.77,84,72,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021163_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021163_202012_202105_6M_statement.csv
RECON-202012-ACC0021164-3M,ACC0021164,IND20003827,Keystone Retail Bank,060210030211646,3,2020-12-01,2021-02-28 23:59:59,13212.56,-108223.1,55,50,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021164_202012_202102_3M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021164_202012_202102_3M_statement.txt
RECON-202012-ACC0021165-3M,ACC0021165,IND20001542,Keystone Retail Bank,470010270211650,3,2020-12-01,2021-02-28 23:59:59,6972.72,-61860.69,73,66,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021165_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021165_202012_202102_3M_statement.csv
RECON-202012-ACC0021166-3M,ACC0021166,IND20002560,Keystone Retail Bank,203705270211664,3,2020-12-01,2021-02-28 23:59:59,11098.22,-40944.63,90,85,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021166_202012_202102_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021166_202012_202102_3M_statement.xml
RECON-202012-ACC0021167-6M,ACC0021167,IND20000397,Keystone Retail Bank,018505020211677,6,2020-12-01,2021-05-31 23:59:59,11058.26,-9118.04,89,80,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021167_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021167_202012_202105_6M_statement.csv
RECON-202012-ACC0021168-3M,ACC0021168,IND20003156,Keystone Retail Bank,160105020211689,3,2020-12-01,2021-02-28 23:59:59,3414.23,-28557.76,73,67,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021168_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021168_202012_202102_3M_statement.csv
RECON-202012-ACC0021169-3M,ACC0021169,IND20001086,Keystone Retail Bank,207305030211695,3,2020-12-01,2021-02-28 23:59:59,7417.06,-7779.1,53,50,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021169_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021169_202012_202102_3M_statement.csv
RECON-202012-ACC0021170-3M,ACC0021170,IND20003999,Keystone Retail Bank,060210030211708,3,2020-12-01,2021-02-28 23:59:59,1032.42,-8010.78,53,47,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021170_202012_202102_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021170_202012_202102_3M_statement.xml
RECON-202012-ACC0021171-6M,ACC0021171,IND20002257,Keystone Retail Bank,125505030211713,6,2020-12-01,2021-05-31 23:59:59,13102.6,-21695.79,78,70,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021171_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021171_202012_202105_6M_statement.csv
RECON-202012-ACC0021172-3M,ACC0021172,IND20002257,Keystone Retail Bank,125405270211725,3,2020-12-01,2021-02-28 23:59:59,2949.22,2762.32,4,0,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021172_202012_202102_3M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021172_202012_202102_3M_statement.txt
RECON-202012-ACC0021173-6M,ACC0021173,IND20003337,Keystone Retail Bank,470010030211738,6,2020-12-01,2021-05-31 23:59:59,9919.87,-21487.61,87,75,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021173_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021173_202012_202105_6M_statement.csv
RECON-202012-ACC0021174-6M,ACC0021174,IND20001732,Keystone Retail Bank,261050270211744,6,2020-12-01,2021-05-31 23:59:59,5732.02,-8054.61,68,58,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021174_202012_202105_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021174_202012_202105_6M_statement.xml
RECON-202012-ACC0021176-3M,ACC0021176,IND20002035,Keystone Retail Bank,198765010211763,3,2020-12-01,2021-02-28 23:59:59,11669.11,-26307.82,87,82,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021176_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021176_202012_202102_3M_statement.csv
RECON-202012-ACC0021177-6M,ACC0021177,IND20000745,Keystone Retail Bank,228205280211773,6,2020-12-01,2021-05-31 23:59:59,13518.75,-28778.93,89,78,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021177_202012_202105_6M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021177_202012_202105_6M_statement.txt
RECON-202012-ACC0021178-3M,ACC0021178,IND20000745,Keystone Retail Bank,228205030211781,3,2020-12-01,2021-02-28 23:59:59,15539.25,15009.43,7,0,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021178_202012_202102_3M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021178_202012_202102_3M_statement.txt
RECON-202012-ACC0021179-6M,ACC0021179,IND20001283,Keystone Retail Bank,050310020211790,6,2020-12-01,2021-05-31 23:59:59,4796.37,-39317.95,88,80,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021179_202012_202105_6M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021179_202012_202105_6M_statement.txt
RECON-202012-ACC0021180-6M,ACC0021180,IND20000988,Keystone Retail Bank,051001030211808,6,2020-12-01,2021-05-31 23:59:59,6092.59,-2184.1,68,58,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021180_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021180_202012_202105_6M_statement.csv
RECON-202012-ACC0021181-3M,ACC0021181,IND20001705,Keystone Retail Bank,242205280211817,3,2020-12-01,2021-02-28 23:59:59,13178.98,-8615.12,48,44,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021181_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021181_202012_202102_3M_statement.csv
RECON-202012-ACC0021182-3M,ACC0021182,IND20002554,Keystone Retail Bank,184605280211826,3,2020-12-01,2021-02-28 23:59:59,11188.65,-17574.24,81,74,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021182_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021182_202012_202102_3M_statement.csv
RECON-202012-ACC0021183-3M,ACC0021183,IND20002225,Keystone Retail Bank,430110280211830,3,2020-12-01,2021-02-28 23:59:59,14115.48,1384.78,68,64,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021183_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021183_202012_202102_3M_statement.csv
RECON-202012-ACC0021184-3M,ACC0021184,IND20002662,Keystone Retail Bank,060210270211844,3,2020-12-01,2021-02-28 23:59:59,4152.86,-10356.16,74,70,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021184_202012_202102_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021184_202012_202102_3M_statement.xml
RECON-202012-ACC0021185-3M,ACC0021185,IND20001069,Keystone Retail Bank,050310030211851,3,2020-12-01,2021-02-28 23:59:59,10715.57,-26227.17,91,86,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021185_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021185_202012_202102_3M_statement.csv
RECON-202012-ACC0021186-6M,ACC0021186,IND20001069,Keystone Retail Bank,050210030211861,6,2020-12-01,2021-05-31 23:59:59,10191.34,9386.09,12,0,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021186_202012_202105_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021186_202012_202105_6M_statement.xml
RECON-202012-ACC0021187-6M,ACC0021187,IND20000005,Keystone Retail Bank,172105280211871,6,2020-12-01,2021-05-31 23:59:59,14729.06,-23591.55,97,85,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021187_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021187_202012_202105_6M_statement.csv
RECON-202012-ACC0021190-6M,ACC0021190,IND20001857,Keystone Retail Bank,261550010211909,6,2020-12-01,2021-05-31 23:59:59,9229.34,-7482.13,70,61,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021190_202012_202105_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021190_202012_202105_6M_statement.xml
RECON-202012-ACC0021191-6M,ACC0021191,IND20000396,Keystone Retail Bank,051001010211917,6,2020-12-01,2021-05-31 23:59:59,3867.42,-17831.39,77,64,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021191_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021191_202012_202105_6M_statement.csv
RECON-202012-ACC0021192-6M,ACC0021192,IND20001567,Keystone Retail Bank,280505280211921,6,2020-12-01,2021-05-31 23:59:59,4767.13,-6703.02,71,62,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021192_202012_202105_6M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021192_202012_202105_6M_statement.txt
RECON-202012-ACC0021193-3M,ACC0021193,IND20002916,Keystone Retail Bank,200305020211930,3,2020-12-01,2021-02-28 23:59:59,12253.55,-11251.57,87,78,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021193_202012_202102_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021193_202012_202102_3M_statement.xml
RECON-202012-ACC0021194-6M,ACC0021194,IND20003049,Keystone Retail Bank,168305020211949,6,2020-12-01,2021-05-31 23:59:59,6232.51,-11358.77,74,60,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021194_202012_202105_6M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021194_202012_202105_6M_statement.txt
RECON-202012-ACC0021195-3M,ACC0021195,IND20000886,Keystone Retail Bank,470010280211953,3,2020-12-01,2021-02-28 23:59:59,12668.83,-6490.58,70,65,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021195_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021195_202012_202102_3M_statement.csv
RECON-202012-ACC0021196-6M,ACC0021196,IND20002138,Keystone Retail Bank,140505280211963,6,2020-12-01,2021-05-31 23:59:59,9312.91,-2981.35,72,62,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021196_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021196_202012_202105_6M_statement.csv
RECON-202012-ACC0021197-6M,ACC0021197,IND20002706,Keystone Retail Bank,140505030211971,6,2020-12-01,2021-05-31 23:59:59,5792.18,-6853.35,70,57,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021197_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021197_202012_202105_6M_statement.csv
RECON-202012-ACC0021198-3M,ACC0021198,IND20001420,Keystone Retail Bank,134605030211982,3,2020-12-01,2021-02-28 23:59:59,6834.46,-28158.68,76,70,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021198_202012_202102_3M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021198_202012_202102_3M_statement.txt
RECON-202012-ACC0021199-6M,ACC0021199,IND20001554,Keystone Retail Bank,172005280211998,6,2020-12-01,2021-05-31 23:59:59,8057.19,-14680.23,93,81,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021199_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021199_202012_202105_6M_statement.csv
RECON-202012-ACC0021201-3M,ACC0021201,IND20002477,Keystone Retail Bank,255005020212017,3,2020-12-01,2021-02-28 23:59:59,7745.76,-10380.22,74,68,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021201_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021201_202012_202102_3M_statement.csv
RECON-202012-ACC0021202-6M,ACC0021202,IND20003879,Keystone Retail Bank,255355010212024,6,2020-12-01,2021-05-31 23:59:59,11302.46,-33687.7,86,76,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021202_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021202_202012_202105_6M_statement.csv
RECON-202012-ACC0021203-6M,ACC0021203,IND20001190,Keystone Retail Bank,470010280212032,6,2020-12-01,2021-05-31 23:59:59,9774.49,-21482.44,88,77,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021203_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021203_202012_202105_6M_statement.csv
RECON-202012-ACC0021204-3M,ACC0021204,IND20003795,Keystone Retail Bank,255005270212045,3,2020-12-01,2021-02-28 23:59:59,10338.44,-6234.74,59,52,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021204_202012_202102_3M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021204_202012_202102_3M_statement.txt
RECON-202012-ACC0021207-3M,ACC0021207,IND20002472,Keystone Retail Bank,249205270212073,3,2020-12-01,2021-02-28 23:59:59,5899.73,-17322.81,82,75,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021207_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021207_202012_202102_3M_statement.csv
RECON-202012-ACC0021208-3M,ACC0021208,IND20003991,Keystone Retail Bank,228305280212084,3,2020-12-01,2021-02-28 23:59:59,4708.67,-10971.94,53,49,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021208_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021208_202012_202102_3M_statement.csv
RECON-202012-ACC0021209-6M,ACC0021209,IND20004090,Keystone Retail Bank,430110280212099,6,2020-12-01,2021-05-31 23:59:59,10111.16,-8091.76,70,57,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021209_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021209_202012_202105_6M_statement.csv
RECON-202012-ACC0021210-3M,ACC0021210,IND20001000,Keystone Retail Bank,510255020212102,3,2020-12-01,2021-02-28 23:59:59,3387.08,-10345.86,74,68,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021210_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021210_202012_202102_3M_statement.csv
RECON-202012-ACC0021211-6M,ACC0021211,IND20001649,Keystone Retail Bank,231805270212118,6,2020-12-01,2021-05-31 23:59:59,2131.31,-47543.71,83,72,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021211_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021211_202012_202105_6M_statement.csv
RECON-202012-ACC0021212-6M,ACC0021212,IND20001649,Keystone Retail Bank,231805280212126,6,2020-12-01,2021-05-31 23:59:59,8624.04,7949.31,12,0,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021212_202012_202105_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021212_202012_202105_6M_statement.xml
RECON-202012-ACC0021213-3M,ACC0021213,IND20000088,Keystone Retail Bank,198765010212137,3,2020-12-01,2021-02-28 23:59:59,5615.26,-28809.64,94,88,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021213_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021213_202012_202102_3M_statement.csv
RECON-202012-ACC0021214-6M,ACC0021214,IND20002509,Keystone Retail Bank,255355280212149,6,2020-12-01,2021-05-31 23:59:59,3001.03,-3965.8,56,46,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021214_202012_202105_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021214_202012_202105_6M_statement.xml
RECON-202012-ACC0021215-3M,ACC0021215,IND20000421,Keystone Retail Bank,188105030212152,3,2020-12-01,2021-02-28 23:59:59,4410.88,-25753.3,45,40,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021215_202012_202102_3M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021215_202012_202102_3M_statement.txt
RECON-202012-ACC0021216-3M,ACC0021216,IND20001716,Keystone Retail Bank,198765270212164,3,2020-12-01,2021-02-28 23:59:59,3939.65,-44028.94,77,72,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021216_202012_202102_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021216_202012_202102_3M_statement.xml
RECON-202012-ACC0021217-3M,ACC0021217,IND20002239,Keystone Retail Bank,430110010212170,3,2020-12-01,2021-02-28 23:59:59,6800.22,-12843.98,72,67,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021217_202012_202102_3M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021217_202012_202102_3M_statement.txt
RECON-202012-ACC0021218-3M,ACC0021218,IND20002566,Keystone Retail Bank,250955280212189,3,2020-12-01,2021-02-28 23:59:59,7704.47,-14549.18,69,63,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021218_202012_202102_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021218_202012_202102_3M_statement.xml
RECON-202012-ACC0021219-3M,ACC0021219,IND20004012,Keystone Retail Bank,280605280212198,3,2020-12-01,2021-02-28 23:59:59,11630.24,-3088.14,44,38,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021219_202012_202102_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021219_202012_202102_3M_statement.xml
RECON-202012-ACC0021220-3M,ACC0021220,IND20003832,Keystone Retail Bank,018505020212201,3,2020-12-01,2021-02-28 23:59:59,2643.37,-31732.05,80,74,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021220_202012_202102_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021220_202012_202102_3M_statement.xml
RECON-202012-ACC0021221-6M,ACC0021221,IND20000314,Keystone Retail Bank,012345270212217,6,2020-12-01,2021-05-31 23:59:59,3718.53,-20972.18,85,71,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021221_202012_202105_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021221_202012_202105_6M_statement.xml
RECON-202012-ACC0021222-6M,ACC0021222,IND20000289,Keystone Retail Bank,125505010212223,6,2020-12-01,2021-05-31 23:59:59,10844.17,-35611.05,90,79,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021222_202012_202105_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2020\bank_statement_source_files\iso20022_camt053_xml\ACC0021222_202012_202105_6M_statement.xml
RECON-202012-ACC0021223-3M,ACC0021223,IND20003731,Keystone Retail Bank,270555030212233,3,2020-12-01,2021-02-28 23:59:59,13188.25,-8792.58,59,52,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021223_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021223_202012_202102_3M_statement.csv
RECON-202012-ACC0021224-6M,ACC0021224,IND20001243,Keystone Retail Bank,180305010212247,6,2020-12-01,2021-05-31 23:59:59,10460.94,-16295.22,86,72,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021224_202012_202105_6M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021224_202012_202105_6M_statement.txt
RECON-202012-ACC0021225-3M,ACC0021225,IND20001243,Keystone Retail Bank,180205020212256,3,2020-12-01,2021-02-28 23:59:59,5490.78,7175.77,7,0,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021225_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021225_202012_202102_3M_statement.csv
RECON-202012-ACC0021226-3M,ACC0021226,IND20002049,Keystone Retail Bank,060210030212261,3,2020-12-01,2021-02-28 23:59:59,10956.31,-26565.18,77,71,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021226_202012_202102_3M_statement.pdf,TXT,reconciliation_analysis\2020\bank_statement_source_files\txt\ACC0021226_202012_202102_3M_statement.txt
RECON-202012-ACC0021227-3M,ACC0021227,IND20000633,Keystone Retail Bank,204109280212279,3,2020-12-01,2021-02-28 23:59:59,12973.89,-5010.0,74,69,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021227_202012_202102_3M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021227_202012_202102_3M_statement.csv
RECON-202012-ACC0021228-6M,ACC0021228,IND20000804,Keystone Retail Bank,255005280212286,6,2020-12-01,2021-05-31 23:59:59,14037.77,-1895.53,73,61,reconciliation_analysis\2020\bank_statement_pdfs\ACC0021228_202012_202105_6M_statement.pdf,CSV,reconciliation_analysis\2020\bank_statement_source_files\csv\ACC0021228_202012_202105_6M_statement.csv
