customer_id,customer_type,full_name,date_of_entry,annual_income,annual_turnover,branch_city,capture_channel,null_field_count
IND19001247,Individual,Lukhanyo Ndlovu,2019-11-10,128251.0,,Durban,Branch,17
IND19001340,Individual,Dineo Dlamini,2019-11-18,199428.0,,Welkom,Mobile,17
IND19001355,Individual,Sibusiso Maseko,2019-10-06,107196.0,,Umhlanga,Online,17
IND19001379,Individual,Lukhanyo Mabena,2019-10-23,120109.0,,Mbombela,Branch,18
IND19001402,Individual,Refilwe Mthembu,2019-11-17,232711.0,,Midrand,Mobile,18
IND19001561,Individual,Mandla Ndlovu,2019-12-01,193188.0,,Thohoyandou,Branch,17
IND19001565,Individual,Wandile Mokoena,2019-10-06,238479.0,,Gqeberha,Online,17
IND19001625,Individual,Nomsa Khumalo,2019-11-26,121055.0,,Pretoria,Branch,18
IND19001860,Individual,Tshepo Nkosi,2019-11-23,216694.0,,Durban,Mobile,17
IND19001867,Individual,Ayanda Mokoena,2019-10-18,135058.0,,East London,Branch,17
IND19001895,Individual,Dineo Mthembu,2019-10-25,208027.0,,Sandton,Mobile,17
IND19002184,Individual,Palesa Botha,2019-11-08,302370.0,,Polokwane,Branch,17
IND19002280,Individual,Dineo Maseko,2019-11-15,65387.0,,Mbombela,Branch,18
IND19002437,Individual,Naledi Maseko,2019-10-11,125417.0,,Kimberley,Online,18
IND19002446,Individual,Tshepo Molefe,2019-10-16,197060.0,,Durban,Branch,17
IND19002502,Individual,Zanele Dlamini,2019-12-20,366039.0,,Rustenburg,Branch,17
IND19002669,Individual,Bongani Dlamini,2019-10-25,162429.0,,Centurion,Branch,17
IND19002674,Individual,Lukhanyo Nkosi,2019-11-09,132325.0,,Klerksdorp,Mobile,17
IND19002700,Individual,Thandiwe Ndlovu,2019-10-24,387069.0,,Kimberley,Branch,17
IND19002707,Individual,Thabo Naidoo,2019-11-21,159089.0,,Emalahleni,Mobile,17
IND19002780,Individual,Lukhanyo Naidoo,2019-11-23,174437.0,,Stellenbosch,Branch,17
IND19002829,Individual,Mandla Botha,2019-11-30,147119.0,,Pietermaritzburg,Branch,17
IND19002877,Individual,Palesa Ndlovu,2019-10-16,136430.0,,Gqeberha,Mobile,18
IND19002881,Individual,Bongani Mahlangu,2019-10-26,154054.0,,Stellenbosch,Branch,17
IND19003063,Individual,Wandile Ndlovu,2019-10-28,189735.0,,Mbombela,Online,17
IND19003113,Individual,Nomsa Mthembu,2019-12-07,160726.0,,Midrand,Branch,18
IND19003134,Individual,Sipho Ndlovu,2019-10-27,76021.0,,Thohoyandou,Branch,18
IND19003153,Individual,Naledi Mthembu,2019-10-06,157137.0,,Klerksdorp,Branch,17
IND19003160,Individual,Lukhanyo Mahlangu,2019-11-21,236867.0,,Stellenbosch,Online,17
IND19003170,Individual,Zanele Dlamini,2019-11-23,174760.0,,East London,Branch,17
IND19003229,Individual,Busisiwe Ndlovu,2019-10-23,85498.0,,Stellenbosch,Mobile,18
IND19003282,Individual,Sibusiso Mthembu,2019-10-14,179079.0,,Gqeberha,Branch,17
IND19003320,Individual,Kabelo Sibanda,2019-11-02,74242.0,,Centurion,Branch,18
IND19003442,Individual,Bongani Mabena,2019-10-29,303932.0,,Emalahleni,Branch,17
IND19003514,Individual,Palesa Pillay,2019-10-22,155556.0,,Midrand,Online,17
IND19003543,Individual,Naledi Naidoo,2019-12-07,179224.0,,Johannesburg,Branch,18
IND19003574,Individual,Busisiwe Ndlovu,2019-11-23,193399.0,,Bellville,Online,17
IND19003576,Individual,Sipho Mabena,2019-10-17,249592.0,,Klerksdorp,Branch,17
IND19003608,Individual,Ayanda Ndlovu,2019-10-14,135943.0,,Rustenburg,Branch,17
IND19003755,Individual,Lerato Dlamini,2019-11-14,176794.0,,Emalahleni,Mobile,17
IND19003788,Individual,Naledi Pillay,2019-11-11,268652.0,,Durban,Branch,17
IND19003811,Individual,Naledi Naidoo,2019-11-25,103076.0,,Centurion,Branch,17
IND19003854,Individual,Lukhanyo Sibanda,2019-10-19,203269.0,,Umhlanga,Branch,18
IND19003855,Individual,Zanele Khumalo,2019-11-09,137988.0,,Cape Town,Branch,17
IND19003867,Individual,Sipho Dlamini,2019-10-08,210259.0,,Mbombela,Branch,17
IND19003933,Individual,Nomsa Mokoena,2019-11-16,81089.0,,Gqeberha,Mobile,18
IND19003985,Individual,Busisiwe Dlamini,2019-10-16,234450.0,,Thohoyandou,Branch,17
IND19004018,Individual,Naledi Molefe,2019-11-08,270348.0,,Bellville,Branch,17
IND19004201,Individual,Thabo Sibanda,2019-10-19,213385.0,,Bloemfontein,Branch,18
IND19004229,Individual,Tshepo Mahlangu,2019-10-29,178907.0,,Mbombela,Mobile,18
IND19004239,Individual,Nomsa Naidoo,2019-11-30,376309.0,,Klerksdorp,Branch,17
IND19004308,Individual,Refilwe Mthembu,2019-11-17,282709.0,,Bloemfontein,Branch,17
IND19004330,Individual,Refilwe Khumalo,2019-10-18,213111.0,,Emalahleni,Branch,18
IND19004337,Individual,Refilwe Maseko,2019-10-15,285124.0,,Stellenbosch,Mobile,17
IND19004347,Individual,Nandi Khumalo,2019-11-17,273710.0,,Bloemfontein,Branch,17
IND19004457,Individual,Refilwe Nkosi,2019-11-23,264214.0,,Stellenbosch,Branch,17
IND19004466,Individual,Ayanda Mthembu,2019-11-12,509798.0,,Mbombela,Branch,17
IND19004494,Individual,Nandi Dlamini,2019-11-30,144118.0,,Mbombela,Mobile,18
IND19004539,Individual,Naledi Naidoo,2019-10-21,172578.0,,Stellenbosch,Mobile,17
IND19004561,Individual,Kabelo Molefe,2019-11-01,180240.0,,Mbombela,Branch,17
IND19004760,Individual,Zanele Mokoena,2019-10-17,295198.0,,Polokwane,Mobile,17
IND19004786,Individual,Tshepo Sibanda,2019-10-18,94535.0,,Emalahleni,Branch,18
IND19004822,Individual,Ayanda Maseko,2019-10-10,383661.0,,Bloemfontein,Branch,17
IND19004903,Individual,Palesa Nkosi,2019-11-04,202288.0,,East London,Branch,17
IND19004948,Individual,Zanele Dlamini,2019-10-23,318787.0,,East London,Branch,18
IND19004952,Individual,Sipho Naidoo,2019-11-08,301839.0,,Stellenbosch,Branch,17
IND19005093,Individual,Refilwe Pillay,2019-11-14,74479.0,,Durban,Branch,19
IND19005154,Individual,Naledi Mahlangu,2019-11-12,90872.0,,Thohoyandou,Online,19
IND19005184,Individual,Thabo Naidoo,2019-11-08,341988.0,,Sandton,Branch,17
IND19005231,Individual,Thandiwe Nkosi,2019-11-29,106673.0,,Klerksdorp,Mobile,17
IND19005264,Individual,Lerato Dlamini,2019-11-16,311106.0,,Upington,Branch,17
IND19005401,Individual,Dineo Ndlovu,2019-10-23,496048.0,,Bellville,Mobile,17
IND19005408,Individual,Dineo Pillay,2019-11-20,166061.0,,Thohoyandou,Branch,17
IND19005623,Individual,Sipho Dlamini,2019-10-18,399409.0,,Umhlanga,Branch,18
IND19005641,Individual,Thabo Mahlangu,2019-12-01,100628.0,,Polokwane,Mobile,17
IND19005726,Individual,Mandla Mthembu,2019-10-14,209658.0,,Midrand,Mobile,17
IND19005804,Individual,Mpho Mthembu,2019-10-30,500611.0,,Upington,Branch,17
IND19005884,Individual,Nomsa Sibanda,2019-11-25,278301.0,,Klerksdorp,Mobile,17
IND19005947,Individual,Kabelo Mahlangu,2019-10-09,151616.0,,Welkom,Branch,17
IND19006006,Individual,Themba Mahlangu,2019-12-14,202698.0,,Bellville,Mobile,17
IND19006115,Individual,Naledi Mthembu,2019-11-16,219019.0,,Mbombela,Online,17
IND19006178,Individual,Lukhanyo Maseko,2019-11-21,141611.0,,Midrand,Branch,18
IND19006204,Individual,Mandla Khumalo,2019-11-22,441070.0,,Centurion,Branch,17
IND19006231,Individual,Mpho Khumalo,2019-10-29,299060.0,,Polokwane,Branch,17
IND19006235,Individual,Sipho Molefe,2019-10-02,144182.0,,Kimberley,Branch,17
IND19006377,Individual,Refilwe Maseko,2019-12-04,276315.0,,Rustenburg,Branch,17
IND19006424,Individual,Bongani Maseko,2019-11-27,229104.0,,Upington,Mobile,17
IND19006462,Individual,Nomsa Ndlovu,2019-11-02,93791.0,,Bellville,Branch,18
IND19006480,Individual,Thandiwe Naidoo,2019-10-05,105977.0,,Durban,Branch,17
IND19006517,Individual,Lungile Sibanda,2019-10-22,194688.0,,Durban,Online,17
IND19006639,Individual,Dineo Mthembu,2019-11-19,87922.0,,Midrand,Branch,19
IND19006668,Individual,Lerato Maseko,2019-11-05,123094.0,,Emalahleni,Branch,17
IND19006708,Individual,Ayanda Khumalo,2019-10-06,142009.0,,Welkom,Mobile,17
IND19006715,Individual,Lukhanyo Sibanda,2019-11-17,109148.0,,Klerksdorp,Branch,17
IND19006839,Individual,Themba Botha,2019-11-12,334526.0,,Stellenbosch,Branch,17
IND19007105,Individual,Wandile Ndlovu,2019-11-16,204661.0,,Durban,Branch,17
IND19007169,Individual,Lerato Botha,2019-11-07,85816.0,,Stellenbosch,Branch,18
IND19007175,Individual,Nomsa Pillay,2019-10-23,153905.0,,Cape Town,Mobile,17
IND19007200,Individual,Lukhanyo Dlamini,2019-10-26,320688.0,,Bellville,Branch,18
IND19007220,Individual,Kabelo Mthembu,2019-11-01,127924.0,,Emalahleni,Mobile,17
IND19007237,Individual,Themba Ndlovu,2019-12-02,259915.0,,Pretoria,Online,18
IND19007387,Individual,Sibusiso Mokoena,2019-11-11,127601.0,,Pietermaritzburg,Branch,18
IND19007418,Individual,Lukhanyo Mthembu,2019-10-14,146438.0,,Polokwane,Branch,18
IND19007427,Individual,Sibusiso Botha,2019-10-04,239345.0,,Polokwane,Branch,18
IND19007469,Individual,Lukhanyo Botha,2019-11-17,101880.0,,East London,Branch,17
IND19007484,Individual,Ayanda Sibanda,2019-11-28,90790.0,,Emalahleni,Mobile,18
IND19007540,Individual,Nomsa Maseko,2019-12-26,91456.0,,Durban,Branch,19
IND19007582,Individual,Themba Botha,2019-10-06,243511.0,,Cape Town,Mobile,17
IND19007583,Individual,Bongani Nkosi,2019-10-23,218951.0,,East London,Branch,17
IND19007594,Individual,Themba Dlamini,2019-11-09,287800.0,,Klerksdorp,Branch,17
IND19007627,Individual,Lungile Mahlangu,2019-11-29,140221.0,,Umhlanga,Branch,17
IND19007658,Individual,Mandla Pillay,2019-11-03,128968.0,,Kimberley,Online,17
IND19007695,Individual,Mandla Sibanda,2019-11-27,102871.0,,Emalahleni,Branch,18
IND19007755,Individual,Lerato Mthembu,2019-12-01,219532.0,,Kimberley,Branch,18
IND19007757,Individual,Sibusiso Mthembu,2019-10-28,101059.0,,Bloemfontein,Mobile,17
IND19007763,Individual,Thabo Ndlovu,2019-12-01,230147.0,,Umhlanga,Mobile,17
IND19007803,Individual,Palesa Sibanda,2019-10-28,361003.0,,Rustenburg,Mobile,17
IND19007865,Individual,Themba Dlamini,2019-11-26,344921.0,,Durban,Branch,17
IND19008032,Individual,Palesa Nkosi,2019-11-05,122679.0,,Pretoria,Online,17
IND19008124,Individual,Bongani Ndlovu,2019-12-17,379548.0,,Cape Town,Mobile,18
IND19008146,Individual,Sipho Dlamini,2019-10-22,203191.0,,Rustenburg,Branch,18
IND19008276,Individual,Mandla Botha,2019-10-30,304126.0,,Upington,Branch,17
IND19008301,Individual,Lungile Pillay,2019-12-14,203015.0,,Stellenbosch,Branch,18
IND19008349,Individual,Tshepo Mthembu,2019-10-05,208951.0,,Midrand,Branch,17
IND19008358,Individual,Wandile Molefe,2019-11-28,262978.0,,Sandton,Branch,17
IND19008365,Individual,Ayanda Botha,2019-11-02,215287.0,,East London,Mobile,18
IND19008531,Individual,Lukhanyo Dlamini,2019-11-19,88238.0,,Centurion,Branch,19
IND19008566,Individual,Wandile Sibanda,2019-11-08,275840.0,,Polokwane,Mobile,18
IND19008568,Individual,Dineo Maseko,2019-10-21,112698.0,,Cape Town,Mobile,17
IND19008610,Individual,Refilwe Naidoo,2019-10-30,117060.0,,Pretoria,Branch,17
IND19008625,Individual,Refilwe Botha,2019-10-29,275460.0,,Thohoyandou,Branch,17
IND19008705,Individual,Lerato Khumalo,2019-11-09,257907.0,,Centurion,Branch,17
IND19008711,Individual,Ayanda Sibanda,2019-10-02,129299.0,,East London,Branch,17
IND19008766,Individual,Kabelo Sibanda,2019-12-04,173948.0,,Klerksdorp,Branch,17
IND19008828,Individual,Mpho Naidoo,2019-12-01,169105.0,,Pietermaritzburg,Branch,18
IND19008887,Individual,Tshepo Nkosi,2019-12-16,89461.0,,Upington,Branch,18
IND19008907,Individual,Busisiwe Botha,2019-12-15,389231.0,,Centurion,Branch,17
IND19008919,Individual,Kabelo Sibanda,2019-10-30,198407.0,,Johannesburg,Branch,18
IND19008986,Individual,Thandiwe Mabena,2019-11-06,199799.0,,Stellenbosch,Branch,17
IND19009047,Individual,Thabo Dlamini,2019-11-03,323239.0,,Bloemfontein,Branch,17
IND19009214,Individual,Kabelo Botha,2019-11-02,178731.0,,Kimberley,Branch,17
IND19009265,Individual,Bongani Ndlovu,2019-11-17,262153.0,,Kimberley,Mobile,17
IND19009303,Individual,Lukhanyo Sibanda,2019-11-14,470585.0,,Bloemfontein,Mobile,18
IND19009350,Individual,Lukhanyo Naidoo,2019-11-25,316744.0,,Bellville,Branch,18
IND19009378,Individual,Sibusiso Khumalo,2019-11-11,123766.0,,Pretoria,Branch,18
IND19009393,Individual,Sipho Nkosi,2019-11-22,105580.0,,Welkom,Branch,17
IND19009432,Individual,Palesa Ndlovu,2019-11-11,334293.0,,Umhlanga,Branch,17
IND19009451,Individual,Lerato Maseko,2019-11-23,78080.0,,Cape Town,Mobile,18
IND19009462,Individual,Nomsa Naidoo,2019-11-26,334967.0,,East London,Mobile,18
IND19009488,Individual,Lerato Maseko,2019-11-28,204168.0,,Pretoria,Branch,17
IND19009519,Individual,Lukhanyo Pillay,2019-11-29,123778.0,,East London,Branch,17
IND19009579,Individual,Lukhanyo Mthembu,2019-11-07,181963.0,,Bellville,Branch,17
IND19009637,Individual,Zanele Botha,2019-10-30,191088.0,,Polokwane,Branch,17
IND19009646,Individual,Mpho Molefe,2019-10-27,206473.0,,Umhlanga,Mobile,17
IND19009657,Individual,Lungile Mabena,2019-10-14,217864.0,,Midrand,Branch,17
IND19009672,Individual,Dineo Maseko,2019-10-06,250501.0,,Cape Town,Mobile,18
IND19009897,Individual,Wandile Mokoena,2019-10-08,412155.0,,Pietermaritzburg,Branch,17
IND19009920,Individual,Thabo Botha,2019-10-25,160044.0,,Johannesburg,Branch,17
IND19009954,Individual,Kabelo Botha,2019-10-14,141211.0,,Pretoria,Mobile,18
IND19009978,Individual,Lerato Mokoena,2019-11-24,251242.0,,Bloemfontein,Branch,18
IND19010103,Individual,Tshepo Mabena,2019-11-01,312391.0,,Mbombela,Branch,17
IND19010392,Individual,Sibusiso Ndlovu,2019-10-24,93500.0,,Stellenbosch,Mobile,19
IND19010420,Individual,Tshepo Mahlangu,2019-11-27,203421.0,,Mbombela,Online,17
IND19010458,Individual,Zanele Molefe,2019-10-13,291726.0,,East London,Branch,18
IND19010519,Individual,Lerato Maseko,2019-12-03,180768.0,,Midrand,Branch,18
IND19010524,Individual,Dineo Dlamini,2019-11-08,103143.0,,Stellenbosch,Mobile,17
IND19010594,Individual,Sipho Molefe,2019-11-28,360324.0,,Pietermaritzburg,Mobile,18
IND19010676,Individual,Naledi Nkosi,2019-10-19,150573.0,,Centurion,Mobile,17
IND19010719,Individual,Nokuthula Naidoo,2019-11-10,162706.0,,Pietermaritzburg,Branch,17
IND19010863,Individual,Ayanda Botha,2019-10-14,84857.0,,Upington,Online,18
IND19010912,Individual,Naledi Dlamini,2019-11-27,90385.0,,Centurion,Online,18
IND19010942,Individual,Palesa Sibanda,2019-11-18,103595.0,,Klerksdorp,Mobile,17
IND19011000,Individual,Themba Botha,2019-10-14,155875.0,,Pietermaritzburg,Branch,17
IND19011143,Individual,Kabelo Pillay,2019-11-13,75076.0,,Mbombela,Branch,18
IND19011203,Individual,Tshepo Maseko,2019-10-13,166691.0,,Bellville,Branch,17
IND19011238,Individual,Ayanda Ndlovu,2019-10-10,108870.0,,Welkom,Branch,17
IND19011252,Individual,Kabelo Molefe,2019-11-14,392597.0,,Rustenburg,Mobile,17
IND19011316,Individual,Bongani Pillay,2019-11-23,162953.0,,Mbombela,Branch,18
IND19011530,Individual,Wandile Mabena,2019-10-19,394057.0,,Polokwane,Branch,18
IND19011616,Individual,Nomsa Botha,2019-12-14,279186.0,,Pretoria,Branch,18
IND19011632,Individual,Tshepo Khumalo,2019-10-22,274781.0,,Cape Town,Branch,17
IND19011692,Individual,Ayanda Molefe,2019-10-19,214533.0,,Mbombela,Branch,17
IND19011700,Individual,Naledi Mabena,2019-10-22,493700.0,,Polokwane,Mobile,17
IND19011708,Individual,Palesa Mthembu,2019-10-24,265227.0,,Stellenbosch,Online,17
IND19011725,Individual,Refilwe Mabena,2019-10-26,110009.0,,Centurion,Online,18
IND19011741,Individual,Lerato Mahlangu,2019-10-24,208091.0,,Sandton,Branch,17
IND19011826,Individual,Nandi Ndlovu,2019-10-30,310765.0,,Cape Town,Mobile,17
IND19011922,Individual,Mpho Molefe,2019-10-29,249879.0,,Johannesburg,Mobile,18
IND19011936,Individual,Sipho Molefe,2019-11-27,155507.0,,Thohoyandou,Branch,18
IND19011983,Individual,Thabo Sibanda,2019-11-27,234022.0,,Gqeberha,Branch,17
IND19012223,Individual,Naledi Dlamini,2019-11-07,203105.0,,Umhlanga,Mobile,17
IND19012291,Individual,Mpho Mokoena,2019-11-04,114802.0,,Upington,Branch,17
IND19012310,Individual,Nomsa Mahlangu,2019-10-19,235717.0,,Cape Town,Branch,18
IND19012311,Individual,Tshepo Mahlangu,2019-10-23,144970.0,,Rustenburg,Branch,17
IND19012348,Individual,Palesa Pillay,2019-11-03,65353.0,,Gqeberha,Branch,18
IND19012454,Individual,Sibusiso Botha,2019-11-13,145158.0,,Johannesburg,Branch,17
IND19012484,Individual,Busisiwe Mokoena,2019-11-26,165238.0,,Umhlanga,Branch,17
IND19012559,Individual,Lungile Mokoena,2019-12-01,175791.0,,Polokwane,Branch,18
IND19012560,Individual,Lerato Mokoena,2019-11-30,115492.0,,Kimberley,Branch,18
IND19012669,Individual,Themba Mthembu,2019-10-26,201865.0,,Emalahleni,Branch,18
IND19012679,Individual,Naledi Mokoena,2019-11-29,103101.0,,Thohoyandou,Mobile,17
IND19012794,Individual,Palesa Naidoo,2019-10-20,157522.0,,Kimberley,Branch,17
IND19012956,Individual,Thabo Pillay,2019-11-04,333434.0,,Midrand,Branch,17
IND19012972,Individual,Mpho Maseko,2019-10-23,459711.0,,Pietermaritzburg,Mobile,18
IND19012995,Individual,Tshepo Mthembu,2019-10-20,113042.0,,Mbombela,Branch,17
IND19013110,Individual,Lungile Sibanda,2019-11-03,213911.0,,Bloemfontein,Branch,18
IND19013211,Individual,Nokuthula Khumalo,2019-10-07,175236.0,,Emalahleni,Branch,17
IND19013239,Individual,Palesa Botha,2019-10-27,257017.0,,Umhlanga,Branch,17
IND19013255,Individual,Lerato Nkosi,2019-10-14,115347.0,,Johannesburg,Mobile,17
IND19013271,Individual,Wandile Nkosi,2019-11-23,413612.0,,Welkom,Branch,17
IND19013305,Individual,Kabelo Botha,2019-11-11,116219.0,,Stellenbosch,Branch,17
IND19013352,Individual,Lungile Maseko,2019-11-19,120725.0,,Durban,Branch,18
IND19013384,Individual,Refilwe Ndlovu,2019-10-03,414129.0,,Johannesburg,Branch,17
IND19013492,Individual,Thandiwe Pillay,2019-10-20,134369.0,,Pretoria,Branch,17
IND19013632,Individual,Sibusiso Sibanda,2019-10-26,262846.0,,Stellenbosch,Mobile,17
IND19013750,Individual,Zanele Sibanda,2019-11-22,210642.0,,Upington,Branch,17
IND19013794,Individual,Lukhanyo Mokoena,2019-10-02,99117.0,,Johannesburg,Branch,17
IND19013848,Individual,Tshepo Nkosi,2019-12-06,255035.0,,Gqeberha,Mobile,18
IND19013933,Individual,Busisiwe Mabena,2019-11-12,155076.0,,Upington,Branch,18
IND19013937,Individual,Lungile Sibanda,2019-11-28,208855.0,,Welkom,Branch,17
IND19013943,Individual,Busisiwe Sibanda,2019-10-29,216090.0,,Upington,Mobile,17
IND19013983,Individual,Nokuthula Mahlangu,2019-11-27,328591.0,,Umhlanga,Mobile,18
IND19014040,Individual,Sipho Mokoena,2019-11-06,134005.0,,Upington,Online,17
IND19014069,Individual,Zanele Molefe,2019-10-28,314482.0,,Bloemfontein,Mobile,18
IND19014161,Individual,Lungile Pillay,2019-11-26,211878.0,,Kimberley,Branch,17
IND19014264,Individual,Sibusiso Pillay,2019-10-03,317696.0,,Midrand,Branch,17
IND19014282,Individual,Nandi Naidoo,2019-11-09,81214.0,,Klerksdorp,Branch,18
IND19014377,Individual,Busisiwe Mthembu,2019-12-17,409691.0,,Pietermaritzburg,Branch,17
IND19014437,Individual,Sipho Pillay,2019-10-29,145928.0,,Polokwane,Branch,17
IND19014592,Individual,Kabelo Molefe,2019-11-21,213022.0,,Sandton,Mobile,17
IND19014772,Individual,Zanele Nkosi,2019-10-15,134910.0,,Stellenbosch,Branch,17
IND19014787,Individual,Nokuthula Dlamini,2019-11-29,254794.0,,Upington,Mobile,17
IND19014838,Individual,Mpho Naidoo,2019-11-16,131014.0,,Rustenburg,Mobile,17
IND19014917,Individual,Dineo Mahlangu,2019-11-23,166463.0,,Bellville,Branch,17
IND19014976,Individual,Tshepo Maseko,2019-11-02,230812.0,,Bloemfontein,Online,17
IND19014990,Individual,Lungile Mabena,2019-10-04,94151.0,,Gqeberha,Branch,18
IND19015064,Individual,Lungile Mokoena,2019-11-10,210404.0,,Kimberley,Branch,18
IND19015160,Individual,Dineo Maseko,2019-11-22,141998.0,,Johannesburg,Mobile,17
IND19015187,Individual,Sipho Mabena,2019-11-11,380402.0,,Rustenburg,Branch,17
IND19015226,Individual,Wandile Naidoo,2019-10-20,368469.0,,Emalahleni,Online,17
IND19015280,Individual,Lerato Botha,2019-11-11,200132.0,,Sandton,Branch,18
IND19015410,Individual,Nokuthula Mokoena,2019-10-08,343449.0,,Durban,Branch,17
IND19015487,Individual,Ayanda Sibanda,2019-10-25,170446.0,,Bellville,Mobile,17
IND19015511,Individual,Zanele Nkosi,2019-11-17,169329.0,,Pietermaritzburg,Branch,18
IND19015557,Individual,Nomsa Botha,2019-12-02,163756.0,,Pietermaritzburg,Mobile,18
IND19015630,Individual,Nomsa Botha,2019-10-03,369783.0,,Pretoria,Branch,17
IND19015634,Individual,Bongani Mabena,2019-11-12,120738.0,,Johannesburg,Mobile,17
IND19015657,Individual,Themba Maseko,2019-12-16,100390.0,,Sandton,Branch,17
IND19015686,Individual,Tshepo Maseko,2019-10-02,259369.0,,Sandton,Branch,17
IND19015740,Individual,Sipho Sibanda,2019-11-14,321122.0,,Klerksdorp,Branch,18
IND19015746,Individual,Sibusiso Mokoena,2019-11-27,219287.0,,Midrand,Branch,18
IND19015777,Individual,Refilwe Botha,2019-10-24,264281.0,,East London,Branch,17
IND19015827,Individual,Dineo Sibanda,2019-10-11,106128.0,,Cape Town,Mobile,17
IND19015871,Individual,Wandile Maseko,2019-10-02,308397.0,,Polokwane,Branch,17
IND19015966,Individual,Bongani Naidoo,2019-11-22,250033.0,,Thohoyandou,Branch,17
IND19016050,Individual,Nomsa Naidoo,2019-12-03,338057.0,,Polokwane,Mobile,17
IND19016057,Individual,Refilwe Pillay,2019-10-02,81973.0,,Durban,Mobile,18
IND19016131,Individual,Tshepo Dlamini,2019-11-17,160555.0,,Pietermaritzburg,Branch,17
IND19016166,Individual,Nomsa Maseko,2019-10-02,103189.0,,Polokwane,Mobile,17
IND19016245,Individual,Zanele Ndlovu,2019-11-22,123007.0,,Pietermaritzburg,Online,17
IND19016329,Individual,Naledi Khumalo,2019-10-10,373059.0,,Klerksdorp,Mobile,17
IND19016377,Individual,Nomsa Mabena,2019-11-04,383755.0,,Klerksdorp,Branch,17
IND19016392,Individual,Palesa Molefe,2019-11-30,142197.0,,Rustenburg,Mobile,18
IND19016444,Individual,Bongani Mthembu,2019-11-11,110681.0,,Upington,Branch,17
IND19016500,Individual,Ayanda Maseko,2019-11-12,187802.0,,Kimberley,Branch,17
IND19016519,Individual,Sipho Pillay,2019-10-27,228127.0,,Umhlanga,Branch,17
IND19016543,Individual,Lungile Mthembu,2019-10-26,121765.0,,Johannesburg,Branch,17
IND19016553,Individual,Themba Naidoo,2019-11-18,233372.0,,Durban,Branch,17
IND19016578,Individual,Lukhanyo Ndlovu,2019-11-13,349957.0,,Sandton,Mobile,18
IND19016632,Individual,Ayanda Mahlangu,2019-11-20,72055.0,,Sandton,Branch,19
IND19016677,Individual,Lungile Mahlangu,2019-12-15,376479.0,,Thohoyandou,Mobile,17
IND19016700,Individual,Nokuthula Dlamini,2019-11-23,256013.0,,Midrand,Branch,17
IND19016704,Individual,Naledi Mokoena,2019-11-04,153401.0,,Sandton,Mobile,17
IND19016798,Individual,Thandiwe Khumalo,2019-10-27,107707.0,,Bloemfontein,Branch,18
IND19016870,Individual,Naledi Naidoo,2019-10-29,133599.0,,Sandton,Branch,17
IND19016968,Individual,Busisiwe Sibanda,2019-11-28,218881.0,,East London,Branch,17
