reconciliation_run_id,account_id,customer_id,bank_name,account_number,statement_timeframe_months,period_start,period_end,opening_balance,closing_balance,statement_transaction_count,ledger_transaction_count,statement_pdf_path,statement_source_format,statement_source_file_path
RECON-202212-ACC0056468-6M,ACC0056468,IND22000774,Keystone Retail Bank,180305020564689,6,2022-12-01,2023-05-31 23:59:59,8542.5,-39592.24,68,58,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056468_202212_202305_6M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056468_202212_202305_6M_statement.csv
RECON-202212-ACC0056469-3M,ACC0056469,IND22002530,Keystone Retail Bank,172105020564697,3,2022-12-01,2023-02-28 23:59:59,11399.06,-7817.04,69,66,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056469_202212_202302_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056469_202212_202302_3M_statement.xml
RECON-202212-ACC0056470-3M,ACC0056470,IND22011293,Keystone Retail Bank,632005020564709,3,2022-12-01,2023-02-28 23:59:59,12110.71,-13127.8,70,66,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056470_202212_202302_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056470_202212_202302_3M_statement.xml
RECON-202212-ACC0056471-6M,ACC0056471,IND22011293,Keystone Retail Bank,632005030564717,6,2022-12-01,2023-05-31 23:59:59,14675.31,14165.47,10,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056471_202212_202305_6M_statement.pdf,TXT,reconciliation_analysis\2022\bank_statement_source_files\txt\ACC0056471_202212_202305_6M_statement.txt
RECON-202212-ACC0056472-3M,ACC0056472,IND22004898,Keystone Retail Bank,164705020564723,3,2022-12-01,2023-02-28 23:59:59,6303.92,-16933.16,80,74,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056472_202212_202302_3M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056472_202212_202302_3M_statement.csv
RECON-202212-ACC0056473-6M,ACC0056473,IND22006759,Keystone Retail Bank,463105030564733,6,2022-12-01,2023-05-31 23:59:59,11553.49,11056.87,11,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056473_202212_202305_6M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056473_202212_202305_6M_statement.csv
RECON-202212-ACC0056474-6M,ACC0056474,IND22011525,Keystone Retail Bank,121417020564740,6,2022-12-01,2023-05-31 23:59:59,17167.96,16593.66,11,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056474_202212_202305_6M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056474_202212_202305_6M_statement.csv
RECON-202212-ACC0056475-6M,ACC0056475,IND22009405,Keystone Retail Bank,221426270564757,6,2022-12-01,2023-05-31 23:59:59,11240.63,-207.42,67,56,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056475_202212_202305_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056475_202212_202305_6M_statement.xml
RECON-202212-ACC0056476-6M,ACC0056476,IND22014447,Keystone Retail Bank,470010280564760,6,2022-12-01,2023-05-31 23:59:59,6551.15,5673.83,13,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056476_202212_202305_6M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056476_202212_202305_6M_statement.csv
RECON-202212-ACC0056477-6M,ACC0056477,IND22007226,Keystone Retail Bank,203705280564774,6,2022-12-01,2023-05-31 23:59:59,1590.41,-4652.94,51,39,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056477_202212_202305_6M_statement.pdf,TXT,reconciliation_analysis\2022\bank_statement_source_files\txt\ACC0056477_202212_202305_6M_statement.txt
RECON-202212-ACC0056478-3M,ACC0056478,IND22011295,Keystone Retail Bank,050310020564785,3,2022-12-01,2023-02-28 23:59:59,3583.74,-5591.79,64,59,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056478_202212_202302_3M_statement.pdf,TXT,reconciliation_analysis\2022\bank_statement_source_files\txt\ACC0056478_202212_202302_3M_statement.txt
RECON-202212-ACC0056480-3M,ACC0056480,IND22008019,Keystone Retail Bank,164605020564804,3,2022-12-01,2023-02-28 23:59:59,15411.01,15653.09,8,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056480_202212_202302_3M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056480_202212_202302_3M_statement.csv
RECON-202212-ACC0056481-3M,ACC0056481,IND22009833,Keystone Retail Bank,632005270564817,3,2022-12-01,2023-02-28 23:59:59,3096.53,-15862.74,73,68,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056481_202212_202302_3M_statement.pdf,TXT,reconciliation_analysis\2022\bank_statement_source_files\txt\ACC0056481_202212_202302_3M_statement.txt
RECON-202212-ACC0056482-3M,ACC0056482,IND22003018,Keystone Retail Bank,195105280564822,3,2022-12-01,2023-02-28 23:59:59,3626.48,3262.54,5,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056482_202212_202302_3M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056482_202212_202302_3M_statement.csv
RECON-202212-ACC0056483-3M,ACC0056483,IND22006218,Keystone Retail Bank,510255280564830,3,2022-12-01,2023-02-28 23:59:59,7707.83,-5558.24,64,56,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056483_202212_202302_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056483_202212_202302_3M_statement.xml
RECON-202212-ACC0056484-3M,ACC0056484,IND22013357,Keystone Retail Bank,050310270564848,3,2022-12-01,2023-02-28 23:59:59,14639.1,-2462.92,78,73,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056484_202212_202302_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056484_202212_202302_3M_statement.xml
RECON-202212-ACC0056486-3M,ACC0056486,IND22003240,Keystone Retail Bank,270555010564865,3,2022-12-01,2023-02-28 23:59:59,17124.52,16806.03,5,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056486_202212_202302_3M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056486_202212_202302_3M_statement.csv
RECON-202212-ACC0056488-6M,ACC0056488,IND22013352,Keystone Retail Bank,632005010564880,6,2022-12-01,2023-05-31 23:59:59,11560.48,-30868.21,100,87,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056488_202212_202305_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056488_202212_202305_6M_statement.xml
RECON-202212-ACC0056489-6M,ACC0056489,IND22013352,Keystone Retail Bank,012345030564890,6,2022-12-01,2023-05-31 23:59:59,14268.8,13556.91,10,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056489_202212_202305_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056489_202212_202305_6M_statement.xml
RECON-202212-ACC0056490-6M,ACC0056490,IND22007125,Keystone Retail Bank,191705020564904,6,2022-12-01,2023-05-31 23:59:59,7731.29,-20636.55,105,90,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056490_202212_202305_6M_statement.pdf,TXT,reconciliation_analysis\2022\bank_statement_source_files\txt\ACC0056490_202212_202305_6M_statement.txt
RECON-202212-ACC0056491-3M,ACC0056491,IND22002098,Keystone Retail Bank,125405270564916,3,2022-12-01,2023-02-28 23:59:59,4419.03,4154.25,6,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056491_202212_202302_3M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056491_202212_202302_3M_statement.csv
RECON-202212-ACC0056492-6M,ACC0056492,IND22010637,Keystone Retail Bank,050210020564928,6,2022-12-01,2023-05-31 23:59:59,1163.72,-26516.94,102,90,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056492_202212_202305_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056492_202212_202305_6M_statement.xml
RECON-202212-ACC0056493-6M,ACC0056493,IND22001827,Keystone Retail Bank,172005280564938,6,2022-12-01,2023-05-31 23:59:59,12383.51,-10204.04,89,83,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056493_202212_202305_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056493_202212_202305_6M_statement.xml
RECON-202212-ACC0056494-3M,ACC0056494,IND22001827,Keystone Retail Bank,172105030564945,3,2022-12-01,2023-02-28 23:59:59,3870.34,3532.54,4,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056494_202212_202302_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056494_202212_202302_3M_statement.xml
RECON-202212-ACC0056495-6M,ACC0056495,IND22012580,Keystone Retail Bank,050210010564956,6,2022-12-01,2023-05-31 23:59:59,12803.35,16215.53,10,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056495_202212_202305_6M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056495_202212_202305_6M_statement.csv
RECON-202212-ACC0056496-3M,ACC0056496,IND22012580,Keystone Retail Bank,050210280564964,3,2022-12-01,2023-02-28 23:59:59,8436.33,8000.16,7,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056496_202212_202302_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056496_202212_202302_3M_statement.xml
RECON-202212-ACC0056497-6M,ACC0056497,IND22003238,Keystone Retail Bank,051001020564974,6,2022-12-01,2023-05-31 23:59:59,16369.2,15707.29,13,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056497_202212_202305_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056497_202212_202305_6M_statement.xml
RECON-202212-ACC0056498-6M,ACC0056498,IND22001647,Keystone Retail Bank,060110270564983,6,2022-12-01,2023-05-31 23:59:59,3587.26,2889.08,14,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056498_202212_202305_6M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056498_202212_202305_6M_statement.csv
RECON-202212-ACC0056499-6M,ACC0056499,IND22009709,Keystone Retail Bank,249205010564998,6,2022-12-01,2023-05-31 23:59:59,4558.89,7566.7,13,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056499_202212_202305_6M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056499_202212_202305_6M_statement.csv
RECON-202212-ACC0056500-6M,ACC0056500,IND22011503,Keystone Retail Bank,160205030565000,6,2022-12-01,2023-05-31 23:59:59,771.31,-15111.7,85,75,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056500_202212_202305_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056500_202212_202305_6M_statement.xml
RECON-202212-ACC0056501-6M,ACC0056501,IND22008402,Keystone Retail Bank,255005270565012,6,2022-12-01,2023-05-31 23:59:59,11501.53,10626.06,14,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056501_202212_202305_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056501_202212_202305_6M_statement.xml
RECON-202212-ACC0056502-6M,ACC0056502,IND22002401,Keystone Retail Bank,134605280565020,6,2022-12-01,2023-05-31 23:59:59,9387.95,-12774.83,91,77,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056502_202212_202305_6M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056502_202212_202305_6M_statement.csv
RECON-202212-ACC0056503-3M,ACC0056503,IND22012051,Keystone Retail Bank,134605020565039,3,2022-12-01,2023-02-28 23:59:59,7391.06,-12715.82,77,70,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056503_202212_202302_3M_statement.pdf,TXT,reconciliation_analysis\2022\bank_statement_source_files\txt\ACC0056503_202212_202302_3M_statement.txt
RECON-202212-ACC0056504-3M,ACC0056504,IND22012051,Keystone Retail Bank,134605030565047,3,2022-12-01,2023-02-28 23:59:59,4014.35,6680.82,8,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056504_202212_202302_3M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056504_202212_202302_3M_statement.csv
RECON-202212-ACC0056505-3M,ACC0056505,IND22004913,Keystone Retail Bank,198765030565059,3,2022-12-01,2023-02-28 23:59:59,8430.36,-3113.62,69,65,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056505_202212_202302_3M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056505_202212_202302_3M_statement.csv
RECON-202212-ACC0056506-3M,ACC0056506,IND22006946,Keystone Retail Bank,025009020565069,3,2022-12-01,2023-02-28 23:59:59,5468.58,-18253.67,82,76,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056506_202212_202302_3M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056506_202212_202302_3M_statement.csv
RECON-202212-ACC0056507-3M,ACC0056507,IND22010143,Keystone Retail Bank,180205020565072,3,2022-12-01,2023-02-28 23:59:59,989.17,-20368.62,70,65,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056507_202212_202302_3M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056507_202212_202302_3M_statement.csv
RECON-202212-ACC0056508-3M,ACC0056508,IND22013067,Keystone Retail Bank,255355270565082,3,2022-12-01,2023-02-28 23:59:59,10061.52,10247.49,6,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056508_202212_202302_3M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056508_202212_202302_3M_statement.csv
RECON-202212-ACC0056509-6M,ACC0056509,IND22000332,Keystone Retail Bank,632005020565093,6,2022-12-01,2023-05-31 23:59:59,15383.31,14758.33,12,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056509_202212_202305_6M_statement.pdf,TXT,reconciliation_analysis\2022\bank_statement_source_files\txt\ACC0056509_202212_202305_6M_statement.txt
RECON-202212-ACC0056510-3M,ACC0056510,IND22008709,Keystone Retail Bank,510255020565106,3,2022-12-01,2023-02-28 23:59:59,8359.21,-1847.27,77,72,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056510_202212_202302_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056510_202212_202302_3M_statement.xml
RECON-202212-ACC0056511-6M,ACC0056511,IND22002791,Keystone Retail Bank,510255020565115,6,2022-12-01,2023-05-31 23:59:59,15658.47,18657.63,15,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056511_202212_202305_6M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056511_202212_202305_6M_statement.csv
RECON-202212-ACC0056512-6M,ACC0056512,IND22008773,Keystone Retail Bank,018305020565127,6,2022-12-01,2023-05-31 23:59:59,7631.56,6919.88,14,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056512_202212_202305_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056512_202212_202305_6M_statement.xml
RECON-202212-ACC0056513-3M,ACC0056513,IND22011517,Keystone Retail Bank,632005280565137,3,2022-12-01,2023-02-28 23:59:59,10072.81,9768.57,3,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056513_202212_202302_3M_statement.pdf,CSV,reconciliation_analysis\2022\bank_statement_source_files\csv\ACC0056513_202212_202302_3M_statement.csv
RECON-202212-ACC0056514-6M,ACC0056514,IND22002821,Keystone Retail Bank,012345280565149,6,2022-12-01,2023-05-31 23:59:59,3542.73,3203.28,10,0,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056514_202212_202305_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056514_202212_202305_6M_statement.xml
RECON-202212-ACC0056515-6M,ACC0056515,IND22001117,Keystone Retail Bank,018505280565152,6,2022-12-01,2023-05-31 23:59:59,12245.76,-6182.7,66,56,reconciliation_analysis\2022\bank_statement_pdfs\ACC0056515_202212_202305_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2022\bank_statement_source_files\iso20022_camt053_xml\ACC0056515_202212_202305_6M_statement.xml
